Voss 100m 10.66
Voss Long 800.0
Voss Shot 14.73
Voss High 206.0
Voss 400m 48.28
Voss 110m 14.5
Voss Discus 43.28
Voss Pole 490.00000000000006
Voss Javelin 61.28
Voss 1500m 268.8
Freimuth 100m 11.1
Freimuth Long 766.0
Freimuth Shot 16.3
Freimuth High 194.0
Freimuth 400m 48.46
Freimuth 110m 14.77
Freimuth Discus 47.72
Freimuth Pole 490.00000000000006
Freimuth Javelin 68.26
Freimuth 1500m 270.56
Wentz 100m 11.21
Wentz Long 722.0
Wentz Shot 15.84
Wentz High 209.0
Wentz 400m 47.75
Wentz 110m 14.28
Wentz Discus 45.52
Wentz Pole 470.0
Wentz Javelin 69.66
Wentz 1500m 278.38
Nevski 100m 10.95
Nevski Long 735.0
Nevski Shot 14.99
Nevski High 208.0
Nevski 400m 49.29
Nevski 110m 14.76
Nevski Discus 46.12
Nevski Pole 459.99999999999994
Nevski Javelin 68.16
Nevski 1500m 261.09
Sayre 100m 10.86
Sayre Long 741.0
Sayre Shot 14.22
Sayre High 200.0
Sayre 400m 49.98
Sayre 110m 14.84
Sayre Discus 46.08
Sayre Pole 530.0
Sayre Javelin 67.68
Sayre 1500m 277.07
Podmaryov 100m 11.09
Podmaryov Long 756.0
Podmaryov Shot 15.28
Podmaryov High 208.0
Podmaryov 400m 50
Podmaryov 110m 14.89
Podmaryov Discus 48.58
Podmaryov Pole 459.99999999999994
Podmaryov Javelin 67.46
Podmaryov 1500m 272.31
Kutsenko 100m 11.22
Kutsenko Long 725.0
Kutsenko Shot 14.74
Kutsenko High 210.0
Kutsenko 400m 49.6
Kutsenko 110m 15.38
Kutsenko Discus 50.86
Kutsenko Pole 470.0
Kutsenko Javelin 65.62
Kutsenko 1500m 258.45
Motti 100m 11.03
Motti Long 763.0
Motti Shot 15.11
Motti High 216.0
Motti 400m 48.43
Motti 110m 14.75
Motti Discus 45.98
Motti Pole 440.00000000000006
Motti Javelin 63.38
Motti 1500m 283.06
Ramos 100m 10.86
Ramos Long 725.0
Ramos Shot 15.33
Ramos High 210.0
Ramos 400m 50.09
Ramos 110m 15.18
Ramos Discus 46.58
Ramos Pole 500.0
Ramos Javelin 66.1
Ramos 1500m 285.66
Kratschmer 100m 11.01
Kratschmer Long 727.0
Kratschmer Shot 16.27
Kratschmer High 188.0
Kratschmer 400m 49.13
Kratschmer 110m 14.37
Kratschmer Discus 47.62
Kratschmer Pole 490.00000000000006
Kratschmer Javelin 63.72
Kratschmer 1500m 285.53
Plaziat 100m 10.78
Plaziat Long 717.0
Plaziat Shot 15.02
Plaziat High 216.0
Plaziat 400m 50.95
Plaziat 110m 15.03
Plaziat Discus 46.88
Plaziat Pole 480.0
Plaziat Javelin 59.9
Plaziat 1500m 277.71
Popov 100m 11.47
Popov Long 742.0
Popov Shot 14.65
Popov High 199.0
Popov 400m 50.28
Popov 110m 15.38
Popov Discus 48.06
Popov Pole 509.99999999999994
Popov Javelin 64.94
Popov 1500m 264.51
Degtyaryov 100m 11.01
Degtyaryov Long 738.0
Degtyaryov Shot 14.98
Degtyaryov High 200.99999999999997
Degtyaryov 400m 51.02
Degtyaryov 110m 14.74
Degtyaryov Discus 50.66
Degtyaryov Pole 470.0
Degtyaryov Javelin 59.54
Degtyaryov 1500m 267.88
Schenk 100m 11.21
Schenk Long 761.0
Schenk Shot 15.2
Schenk High 220.00000000000003
Schenk 400m 49.09
Schenk 110m 15.02
Schenk Discus 40.2
Schenk Pole 400.0
Schenk Javelin 66.48
Schenk 1500m 266.57
Maryin 100m 11.03
Maryin Long 750.0
Maryin Shot 14.62
Maryin High 204.99999999999997
Maryin 400m 49.4
Maryin 110m 14.84
Maryin Discus 41.9
Maryin Pole 470.0
Maryin Javelin 59
Maryin 1500m 263.83
Rizzi 100m 10.84
Rizzi Long 730.0
Rizzi Shot 14.99
Rizzi High 202.99999999999997
Rizzi 400m 47.05
Rizzi 110m 15.62
Rizzi Discus 46.94
Rizzi Pole 440.00000000000006
Rizzi Javelin 55.6
Rizzi 1500m 261.96
Kuelvet 100m 11.21
Kuelvet Long 690.0
Kuelvet Shot 15.25
Kuelvet High 193.0
Kuelvet 400m 48.46
Kuelvet 110m 14.88
Kuelvet Discus 48.9
Kuelvet Pole 470.0
Kuelvet Javelin 61.44
Kuelvet 1500m 260.9
Apaichev 100m 11.08
Apaichev Long 724.0
Apaichev Shot 15.75
Apaichev High 192.0
Apaichev 400m 49.14
Apaichev 110m 14.16
Apaichev Discus 42.1
Apaichev Pole 440.00000000000006
Apaichev Javelin 64.1
Apaichev 1500m 264.13
Fomochkin 100m 10.62
Fomochkin Long 755.0
Fomochkin Shot 14.16
Fomochkin High 199.0
Fomochkin 400m 48.04
Fomochkin 110m 14.65
Fomochkin Discus 42.38
Fomochkin Pole 420.0
Fomochkin Javelin 58.74
Fomochkin 1500m 264.77
Lyakh 100m 11.55
Lyakh Long 744.0
Lyakh Shot 14.93
Lyakh High 199.0
Lyakh 400m 50.77
Lyakh 110m 15.23
Lyakh Discus 44.8
Lyakh Pole 500.0
Lyakh Javelin 72.6
Lyakh 1500m 282.68
Kubiszewski 100m 10.87
Kubiszewski Long 720.0
Kubiszewski Shot 15.2
Kubiszewski High 204.0
Kubiszewski 400m 49.29
Kubiszewski 110m 14.48
Kubiszewski Discus 44.56
Kubiszewski Pole 440.00000000000006
Kubiszewski Javelin 62.4
Kubiszewski 1500m 278.92
Erickson 100m 10.94
Erickson Long 690.0
Erickson Shot 14.2
Erickson High 200.0
Erickson 400m 49.16
Erickson 110m 14.96
Erickson Discus 45.16
Erickson Pole 480.0
Erickson Javelin 66.06
Erickson 1500m 277.05
Neugebauer 100m 11.15
Neugebauer Long 737.0
Neugebauer Shot 13.55
Neugebauer High 212.0
Neugebauer 400m 48.15
Neugebauer 110m 14.21
Neugebauer Discus 42.3
Neugebauer Pole 420.0
Neugebauer Javelin 57.18
Neugebauer 1500m 263.7
Fichtner 100m 11.43
Fichtner Long 732.0
Fichtner Shot 15.34
Fichtner High 200.0
Fichtner 400m 49.69
Fichtner 110m 14.91
Fichtner Discus 45.6
Fichtner Pole 490.00000000000006
Fichtner Javelin 55.84
Fichtner 1500m 268.12
Muzzio 100m 11.01
Muzzio Long 680.0
Muzzio Shot 14.52
Muzzio High 200.0
Muzzio 400m 49.92
Muzzio 110m 14.81
Muzzio Discus 43.52
Muzzio Pole 470.0
Muzzio Javelin 60.6
Muzzio 1500m 263.64
Kinder 100m 11.22
Kinder Long 678.0
Kinder Shot 15.2
Kinder High 200.0
Kinder 400m 51.04
Kinder 110m 15.29
Kinder Discus 49.54
Kinder Pole 480.0
Kinder Javelin 69.86
Kinder 1500m 292.01
Behrendt 100m 10.99
Behrendt Long 715.0
Behrendt Shot 15.9
Behrendt High 196.0
Behrendt 400m 48.2
Behrendt 110m 15.81
Behrendt Discus 47.38
Behrendt Pole 420.0
Behrendt Javelin 57.94
Behrendt 1500m 263.13
Johnson 100m 11.09
Johnson Long 685.0
Johnson Shot 13.32
Johnson High 204.0
Johnson 400m 48.74
Johnson 110m 14.97
Johnson Discus 41.88
Johnson Pole 440.00000000000006
Johnson Javelin 73.78
Johnson 1500m 277.83
Babi 100m 10.94
Babi Long 710.0
Babi Shot 13.39
Babi High 208.0
Babi 400m 49.28
Babi 110m 14.12
Babi Discus 39.26
Babi Pole 480.0
Babi Javelin 49.8
Babi 1500m 266.03
Gellens 100m 10.92
Gellens Long 721.0
Gellens Shot 13.52
Gellens High 204.0
Gellens 400m 49.6
Gellens 110m 15.95
Gellens Discus 43.9
Gellens Pole 509.99999999999994
Gellens Javelin 56.32
Gellens 1500m 273.44
Sonnenburg 100m 10.99
Sonnenburg Long 744.0
Sonnenburg Shot 15.87
Sonnenburg High 194.0
Sonnenburg 400m 50.55
Sonnenburg 110m 14.75
Sonnenburg Discus 43.66
Sonnenburg Pole 440.00000000000006
Sonnenburg Javelin 59.08
Sonnenburg 1500m 277.42
Potapenko 100m 11.14
Potapenko Long 725.0
Potapenko Shot 13.08
Potapenko High 210.0
Potapenko 400m 50.79
Potapenko 110m 14.81
Potapenko Discus 39.8
Potapenko Pole 480.0
Potapenko Javelin 62.08
Potapenko 1500m 274.52
Riecke 100m 10.43
Riecke Long 740.0
Riecke Shot 14.88
Riecke High 191.0
Riecke 400m 50.17
Riecke 110m 15.02
Riecke Discus 42.8
Riecke Pole 440.00000000000006
Riecke Javelin 54.46
Riecke 1500m 270.51
Tjepkema 100m 10.77
Tjepkema Long 721.0
Tjepkema Shot 13.66
Tjepkema High 198.0
Tjepkema 400m 49.68
Tjepkema 110m 14.56
Tjepkema Discus 41.2
Tjepkema Pole 420.0
Tjepkema Javelin 65.12
Tjepkema 1500m 272.15
Krakowiak 100m 10.82
Krakowiak Long 735.0
Krakowiak Shot 14.07
Krakowiak High 195.0
Krakowiak 400m 49.61
Krakowiak 110m 14.63
Krakowiak Discus 45.48
Krakowiak Pole 430.0
Krakowiak Javelin 61.1
Krakowiak 1500m 283.68
Haeberle 100m 11.21
Haeberle Long 727.0
Haeberle Shot 13.96
Haeberle High 194.0
Haeberle 400m 48.83
Haeberle 110m 15.53
Haeberle Discus 43.62
Haeberle Pole 430.0
Haeberle Javelin 65.84
Haeberle 1500m 260.76
Gugler 100m 11.53
Gugler Long 716.0
Gugler Shot 13.79
Gugler High 200.99999999999997
Gugler 400m 51.29
Gugler 110m 15.07
Gugler Discus 44.24
Gugler Pole 490.00000000000006
Gugler Javelin 62.44
Gugler 1500m 266.87
Mitrakiyev 100m 11.24
Mitrakiyev Long 711.0
Mitrakiyev Shot 14.5
Mitrakiyev High 200.99999999999997
Mitrakiyev 400m 50.03
Mitrakiyev 110m 14.34
Mitrakiyev Discus 43.04
Mitrakiyev Pole 450.0
Mitrakiyev Javelin 57.72
Mitrakiyev 1500m 271.89
Novikov 100m 10.85
Novikov Long 691.0
Novikov Shot 12.93
Novikov High 192.0
Novikov 400m 47.24
Novikov 110m 14.84
Novikov Discus 41.12
Novikov Pole 440.00000000000006
Novikov Javelin 62.32
Novikov 1500m 261.63
Schulze 100m 10.95
Schulze Long 699.0
Schulze Shot 14.99
Schulze High 194.0
Schulze 400m 49.47
Schulze 110m 14.71
Schulze Discus 45.26
Schulze Pole 459.99999999999994
Schulze Javelin 53.6
Schulze 1500m 272.08
Areshin 100m 11.29
Areshin Long 729.0
Areshin Shot 14.6
Areshin High 202.0
Areshin 400m 49.2
Areshin 110m 15.26
Areshin Discus 43.96
Areshin Pole 450.0
Areshin Javelin 57.6
Areshin 1500m 271.72
Zhelanov 100m 11.38
Zhelanov Long 740.0
Zhelanov Shot 14.9
Zhelanov High 206.99999999999997
Zhelanov 400m 50.03
Zhelanov 110m 15.63
Zhelanov Discus 41.84
Zhelanov Pole 480.0
Zhelanov Javelin 58.88
Zhelanov 1500m 283.55
Sacco 100m 11.01
Sacco Long 721.0
Sacco Shot 16.2
Sacco High 195.0
Sacco 400m 50.9
Sacco 110m 14.95
Sacco Discus 45.68
Sacco Pole 459.99999999999994
Sacco Javelin 52.04
Sacco 1500m 277.95
Langowski 100m 10.88
Langowski Long 711.0
Langowski Shot 15.25
Langowski High 198.0
Langowski 400m 50.65
